rank,name,deck_freq,copies,winrate,play_time,play_freq,play_winrate
408,Direhorn Hatchling,0.007,1.700,0.473,13000,0.001,0.446
409,Bloodsail Raider,0.012,2.000,0.555,13000,0.001,0.500
410,Elise the Trailblazer,0.017,1.000,0.493,13000,0.001,0.495
411,Malchezaar's Imp,0.008,2.000,0.554,13000,0.001,0.505
412,Lava Shock,0.010,1.600,0.477,13000,0.001,0.466
413,Arcane Giant,0.009,1.700,0.520,13000,0.001,0.553
414,Grimscale Chum,0.006,1.900,0.591,13000,0.001,0.478
415,Shifting Shade,0.010,1.300,0.456,13000,0.001,0.452
416,Pint-Size Potion,0.015,1.400,0.528,13000,0.001,0.511
417,Book Wyrm,0.012,1.500,0.568,12000,0.001,0.491
418,Corpsetaker,0.011,1.900,0.593,12000,0.001,0.496
419,Pyroblast,0.025,1.000,0.565,12000,0.001,0.624
420,Naga Corsair,0.008,1.600,0.539,12000,0.001,0.584
421,N'Zoth's First Mate,0.011,2.000,0.571,12000,0.001,0.546
422,Fire Plume's Heart,0.007,1.000,0.484,12000,0.001,0.417
423,Earth Shock,0.011,1.300,0.518,12000,0.001,0.444
424,Earthen Scales,0.010,1.600,0.548,12000,0.001,0.544
425,Arcane Shot,0.008,1.700,0.568,12000,0.001,0.431
426,"Medivh, the Guardian",0.017,1.000,0.543,12000,0.001,0.577
427,Armorsmith,0.007,1.800,0.467,12000,0.001,0.449
428,Crypt Lord,0.007,1.700,0.541,12000,0.001,0.459
429,Hunting Mastiff,0.003,1.300,0.491,12000,0.001,0.340
430,Cloaked Huntress,0.010,1.900,0.604,12000,0.001,0.534
431,Grove Tender,0.007,1.900,0.508,12000,0.001,0.531
432,Greedy Sprite,0.009,1.600,0.533,12000,0.001,0.489
433,Corrupting Mist,0.021,1.000,0.549,12000,0.001,0.484
434,Blazing Invocation,0.006,1.500,0.444,12000,0.001,0.422
435,Sandbinder,0.012,1.200,0.489,12000,0.001,0.507
436,Raven Idol,0.006,1.700,0.524,12000,0.001,0.482
437,Divine Hymn,0.012,1.500,0.511,12000,0.001,0.473
438,Velen's Chosen,0.007,1.800,0.546,12000,0.001,0.505
439,Earthen Might,0.009,1.900,0.586,12000,0.001,0.513
440,Witch's Apprentice,0.006,1.500,0.479,11000,0.001,0.409
441,Mind Vision,0.005,1.600,0.407,11000,0.001,0.346
442,Circle of Healing,0.010,1.600,0.501,11000,0.001,0.487
443,Dread Corsair,0.011,2.000,0.564,11000,0.001,0.480
444,Vilefin Inquisitor,0.006,1.800,0.590,11000,0.001,0.483
445,Demonfire,0.008,1.700,0.534,11000,0.001,0.458
446,To My Side!,0.007,1.800,0.602,11000,0.001,0.521
447,Dread Infernal,0.012,1.500,0.547,11000,0.001,0.493
448,Fire Plume Phoenix,0.007,1.700,0.527,11000,0.001,0.440
449,Ravaging Ghoul,0.008,1.700,0.475,11000,0.001,0.430
450,Clockwork Gnome,0.007,1.700,0.505,11000,0.001,0.451
451,Aldor Peacekeeper,0.009,1.600,0.544,11000,0.001,0.412
452,Breath of Sindragosa,0.004,1.600,0.498,11000,0.001,0.406
453,Kel'Thuzad,0.020,1.000,0.511,11000,0.001,0.596
454,Dire Frenzy,0.010,1.500,0.508,11000,0.001,0.470
455,Dark Arakkoa,0.008,1.900,0.528,11000,0.001,0.535
456,Ship's Cannon,0.010,2.000,0.576,11000,0.001,0.547
457,Stand Against Darkness,0.013,1.700,0.629,11000,0.001,0.408
458,Tomb Pillager,0.008,1.800,0.523,11000,0.001,0.506
459,Abyssal Enforcer,0.015,1.100,0.563,11000,0.001,0.545
460,Baku the Mooneater,0.069,1.000,0.607,10000,0.001,0.316
461,Bring It On!,0.007,1.700,0.481,10000,0.001,0.540
462,Fiery Bat,0.006,1.800,0.553,10000,0.001,0.462
463,Whirlwind,0.008,1.700,0.469,10000,0.000,0.410
464,Tirion Fordring,0.013,1.000,0.555,10000,0.000,0.474
465,Unidentified Elixir,0.005,1.600,0.478,10000,0.000,0.446
466,Old Murk-Eye,0.010,1.000,0.586,10000,0.000,0.521
467,Primalfin Lookout,0.005,1.700,0.584,10000,0.000,0.437
468,Mana Bind,0.004,1.300,0.485,10000,0.000,0.456
469,Burgle,0.009,1.600,0.482,10000,0.000,0.443
470,Savage Roar,0.010,1.900,0.562,10000,0.000,0.652
471,Face Collector,0.008,1.000,0.483,10000,0.000,0.436
472,Cutthroat Buccaneer,0.006,1.700,0.510,10000,0.000,0.535
473,Arcane Blast,0.005,1.500,0.544,10000,0.000,0.476
474,Battle Rage,0.009,1.600,0.477,10000,0.000,0.468
475,Upgrade!,0.010,2.000,0.559,10000,0.000,0.508
476,Nightscale Matriarch,0.009,1.400,0.512,10000,0.000,0.493
477,Vicious Scalehide,0.007,1.500,0.528,10000,0.000,0.435
478,Enchanted Raven,0.006,1.900,0.565,10000,0.000,0.474
479,Shroom Brewer,0.010,1.600,0.555,10000,0.000,0.505
480,Bonemare,0.009,1.400,0.534,10000,0.000,0.489
481,Ethereal Peddler,0.010,1.600,0.492,10000,0.000,0.531
482,Webspinner,0.004,1.800,0.514,10000,0.000,0.418
483,Frozen Clone,0.002,1.200,0.448,10000,0.000,0.383
484,Harrison Jones,0.018,1.000,0.507,9900,0.000,0.523
485,Wyrmguard,0.009,1.500,0.535,9900,0.000,0.439
486,Redemption,0.008,1.400,0.582,9800,0.000,0.493
487,King's Elekk,0.007,1.300,0.544,9800,0.000,0.482
488,Fiery War Axe,0.006,1.700,0.479,9800,0.000,0.379
489,Darkshire Councilman,0.007,1.800,0.564,9800,0.000,0.497
490,Timber Wolf,0.003,1.700,0.471,9800,0.000,0.376
491,Leyline Manipulator,0.007,1.400,0.463,9800,0.000,0.510
492,Unstable Evolution,0.008,1.300,0.511,9800,0.000,0.483
493,Mimic Pod,0.007,1.400,0.464,9700,0.000,0.423
494,Shifting Scroll,0.003,1.400,0.445,9700,0.000,0.381
495,Arcane Explosion,0.003,1.400,0.447,9700,0.000,0.340
496,Curious Glimmerroot,0.008,1.400,0.510,9600,0.000,0.476
497,Shadow Strike,0.009,1.300,0.487,9500,0.000,0.424
498,Prince Malchezaar,0.009,1.000,0.444,9500,0.000,0.387
499,"Yogg-Saron, Hope's End",0.019,1.000,0.490,9300,0.000,0.341
500,Zombie Chow,0.009,1.600,0.499,9300,0.000,0.483
501,Sen'jin Shieldmasta,0.002,1.400,0.416,9300,0.000,0.265
502,Sense Demons,0.009,1.200,0.539,9300,0.000,0.508
503,Kobold Illusionist,0.006,1.800,0.486,9300,0.000,0.512
504,Lava Burst,0.007,1.800,0.563,9200,0.000,0.526
505,Museum Curator,0.006,1.400,0.490,9200,0.000,0.456
506,Bloodlust,0.012,1.300,0.545,9200,0.000,0.674
507,Stormwind Champion,0.011,1.500,0.616,9100,0.000,0.470
508,The Curator,0.013,1.000,0.500,9100,0.000,0.470
509,Bilefin Tidehunter,0.004,1.700,0.525,9100,0.000,0.382
510,Unite the Murlocs,0.004,1.000,0.562,9100,0.000,0.506
511,Cabal Shadow Priest,0.010,1.400,0.513,9100,0.000,0.517
512,Archbishop Benedictus,0.013,1.000,0.465,9100,0.000,0.490
513,Vaporize,0.002,1.100,0.481,9000,0.000,0.356
514,Dark Possession,0.005,1.300,0.504,8900,0.000,0.442
515,Fire Plume Harbinger,0.007,1.200,0.459,8900,0.000,0.468
516,Seeping Oozeling,0.008,1.800,0.553,8900,0.000,0.576
517,Mechwarper,0.005,2.000,0.569,8800,0.000,0.475
518,Bloodsail Cultist,0.010,2.000,0.578,8800,0.000,0.566
519,Flare,0.012,1.100,0.546,8800,0.000,0.443
520,Squashling,0.003,1.400,0.460,8800,0.000,0.393
521,Devilsaur Egg,0.006,1.800,0.510,8800,0.000,0.455
522,Vex Crow,0.005,1.500,0.514,8800,0.000,0.415
523,Kathrena Winterwisp,0.017,1.000,0.570,8800,0.000,0.620
524,Marin the Fox,0.010,1.000,0.440,8800,0.000,0.426
525,Lone Champion,0.009,1.100,0.454,8700,0.000,0.400
526,Sleepy Dragon,0.010,1.500,0.499,8700,0.000,0.399
527,Raza the Chained,0.009,1.000,0.519,8600,0.000,0.537
528,Mysterious Challenger,0.007,1.900,0.615,8500,0.000,0.566
529,Heroic Strike,0.010,1.900,0.556,8400,0.000,0.471
530,Lyra the Sunshard,0.009,1.000,0.490,8400,0.000,0.444
531,Psionic Probe,0.004,1.500,0.396,8400,0.000,0.374
532,Stonetusk Boar,0.003,1.700,0.432,8400,0.000,0.417
533,Call in the Finishers,0.004,1.800,0.568,8300,0.000,0.486
534,Book of Specters,0.006,1.500,0.487,8200,0.000,0.447
535,Blastcrystal Potion,0.013,1.100,0.548,8200,0.000,0.517
536,Hot Spring Guardian,0.005,1.500,0.489,8200,0.000,0.408
537,Baron Geddon,0.015,1.000,0.514,8200,0.000,0.513
538,Deck of Wonders,0.003,1.300,0.443,8200,0.000,0.367
539,Steam Surger,0.004,1.600,0.528,8100,0.000,0.465
540,Charged Devilsaur,0.013,1.700,0.538,8000,0.000,0.502
541,Crystalweaver,0.007,1.800,0.571,8000,0.000,0.563
542,Justicar Trueheart,0.009,1.000,0.464,8000,0.000,0.477
543,Bloodfury Potion,0.006,1.700,0.556,8000,0.000,0.528
544,Unstable Ghoul,0.006,1.200,0.483,8000,0.000,0.418
545,Tess Greymane,0.018,1.000,0.490,7900,0.000,0.521
546,Raptor Hatchling,0.002,1.600,0.464,7900,0.000,0.375
547,Sonya Shadowdancer,0.011,1.000,0.490,7800,0.000,0.511
548,Possessed Villager,0.006,1.300,0.507,7700,0.000,0.461
549,Corpse Widow,0.008,1.300,0.542,7700,0.000,0.522
550,Glaivezooka,0.008,1.400,0.560,7700,0.000,0.519
551,Solemn Vigil,0.007,1.700,0.559,7600,0.000,0.519
552,Echo of Medivh,0.006,1.100,0.485,7600,0.000,0.545
553,"Hemet, Jungle Hunter",0.011,1.000,0.490,7600,0.000,0.569
554,Feral Rage,0.005,1.600,0.528,7600,0.000,0.487
555,Hadronox,0.011,1.000,0.493,7600,0.000,0.569
556,Smuggler's Run,0.004,1.800,0.533,7600,0.000,0.438
557,Blazecaller,0.006,1.600,0.516,7600,0.000,0.507
558,Jade Swarmer,0.004,2.000,0.488,7500,0.000,0.479
559,Ice Fishing,0.005,1.600,0.525,7500,0.000,0.450
560,Potion of Heroism,0.005,1.600,0.480,7500,0.000,0.445
561,Sacrificial Pact,0.008,1.300,0.504,7500,0.000,0.486
562,Abusive Sergeant,0.004,1.800,0.551,7300,0.000,0.430
563,Assassinate,0.006,1.400,0.470,7300,0.000,0.356
564,Bonfire Elemental,0.005,1.600,0.513,7300,0.000,0.480
565,Rockbiter Weapon,0.005,1.800,0.564,7300,0.000,0.496
566,Amani Berserker,0.005,1.600,0.529,7300,0.000,0.432
567,Weasel Tunneler,0.001,1.900,0.433,7200,0.000,0.452
568,Silver Vanguard,0.013,1.400,0.535,7200,0.000,0.535
569,Vivid Nightmare,0.009,1.400,0.500,7200,0.000,0.646
570,Elemental Destruction,0.008,1.200,0.467,7200,0.000,0.396
571,Mulch,0.007,1.300,0.532,7100,0.000,0.508
572,Stubborn Gastropod,0.002,1.400,0.480,7100,0.000,0.352
573,Priest of the Feast,0.006,1.200,0.510,7100,0.000,0.454
574,Polymorph: Boar,0.003,1.100,0.552,7100,0.000,0.507
575,Lotus Agents,0.005,1.600,0.496,7100,0.000,0.480
576,Windfury,0.011,1.100,0.622,7100,0.000,0.638
577,Wing Blast,0.007,1.300,0.540,7100,0.000,0.417
578,Jade Shuriken,0.004,1.900,0.491,7000,0.000,0.465
579,Drygulch Jailor,0.004,1.600,0.573,7000,0.000,0.444
580,Cornered Sentry,0.005,1.500,0.495,6900,0.000,0.464
581,"Thrall, Deathseer",0.008,1.000,0.553,6900,0.000,0.510
582,Big Game Hunter,0.015,1.000,0.533,6900,0.000,0.528
583,Snipe,0.004,1.400,0.537,6900,0.000,0.408
584,Mark of Y'Shaarj,0.005,1.900,0.569,6900,0.000,0.530
585,Houndmaster Shaw,0.010,1.000,0.543,6800,0.000,0.544
586,Drain Soul,0.006,1.400,0.492,6800,0.000,0.433
587,Sleep with the Fishes,0.006,1.600,0.476,6800,0.000,0.497
588,Druid of the Claw,0.004,1.600,0.510,6800,0.000,0.413
589,Arfus,0.004,1.000,0.485,6800,0.000,0.454
590,Crushing Hand,0.004,1.300,0.489,6800,0.000,0.417
591,Cairne Bloodhoof,0.009,1.000,0.520,6700,0.000,0.520
592,Patches the Pirate,0.027,1.000,0.608,6700,0.000,0.428
593,Witching Hour,0.009,1.800,0.491,6700,0.000,0.565
594,Uther of the Ebon Blade,0.010,1.000,0.514,6700,0.000,0.567
595,Bear Trap,0.005,1.400,0.559,6700,0.000,0.410
596,Arcanite Reaper,0.010,1.300,0.537,6700,0.000,0.442
597,Kobold Apprentice,0.004,1.400,0.476,6600,0.000,0.424
598,Grimestreet Outfitter,0.003,1.800,0.510,6600,0.000,0.429
599,Blood Imp,0.002,1.500,0.462,6600,0.000,0.355
600,Zap!,0.003,1.500,0.500,6600,0.000,0.451
601,Marsh Drake,0.006,1.600,0.496,6600,0.000,0.406
602,Al'Akir the Windlord,0.013,1.000,0.609,6600,0.000,0.510
603,Questing Adventurer,0.004,1.600,0.516,6600,0.000,0.462
604,Feugen,0.007,1.000,0.471,6600,0.000,0.510
605,Druid of the Swarm,0.004,1.800,0.559,6500,0.000,0.472
606,Lightfused Stegodon,0.004,1.700,0.594,6500,0.000,0.493
607,Everyfin is Awesome,0.004,1.900,0.595,6500,0.000,0.657
608,Ethereal Arcanist,0.003,1.500,0.553,6500,0.000,0.444
609,Wolfrider,0.004,1.800,0.543,6500,0.000,0.406
610,Twig of the World Tree,0.007,1.000,0.523,6500,0.000,0.536
611,Sword of Justice,0.005,1.300,0.580,6500,0.000,0.434
612,Spellbender,0.003,1.100,0.562,6400,0.000,0.528
613,Jungle Giants,0.003,1.000,0.498,6400,0.000,0.447
614,Town Crier,0.004,1.800,0.518,6300,0.000,0.476
615,Bloodhoof Brave,0.003,1.600,0.461,6300,0.000,0.387
616,Fireguard Destroyer,0.006,1.800,0.570,6300,0.000,0.484
617,Chameleos,0.009,1.000,0.486,6200,0.000,0.460
618,"Ixlid, Fungal Lord",0.009,1.000,0.549,6200,0.000,0.726
619,Scourgelord Garrosh,0.009,1.000,0.494,6200,0.000,0.524
620,Swamp Dragon Egg,0.003,1.600,0.453,6200,0.000,0.351
621,Auchenai Soulpriest,0.005,1.400,0.502,6200,0.000,0.415
622,Flame Lance,0.002,1.000,0.521,6100,0.000,0.466
623,Stalagg,0.007,1.000,0.471,6100,0.000,0.512
624,"Shaku, the Collector",0.007,1.000,0.506,6100,0.000,0.495
625,Sneed's Old Shredder,0.011,1.000,0.510,6000,0.000,0.535
626,Snowchugger,0.003,1.800,0.565,6000,0.000,0.444
627,Alley Armorsmith,0.003,1.600,0.441,6000,0.000,0.416
628,King Krush,0.016,1.000,0.573,6000,0.000,0.599
629,Grim Patron,0.006,1.400,0.494,5900,0.000,0.498
630,Elise Starseeker,0.006,1.000,0.476,5900,0.000,0.428
631,Wickerflame Burnbristle,0.004,1.000,0.521,5900,0.000,0.453
632,Black Cat,0.003,1.900,0.524,5900,0.000,0.472
633,Seal of Champions,0.004,1.500,0.559,5900,0.000,0.474
634,Jeweled Scarab,0.003,1.300,0.464,5900,0.000,0.408
635,Cogmaster,0.003,1.800,0.576,5900,0.000,0.483
636,Baron Rivendare,0.008,1.000,0.479,5900,0.000,0.492
637,Sindragosa,0.008,1.000,0.523,5900,0.000,0.548
638,Blessing of Wisdom,0.004,1.600,0.479,5800,0.000,0.450
639,Soul of the Forest,0.005,1.800,0.561,5800,0.000,0.554
640,Sunwalker,0.002,1.200,0.466,5800,0.000,0.368
641,Tidal Surge,0.003,1.200,0.484,5800,0.000,0.443
642,Venomstrike Trap,0.004,1.300,0.551,5800,0.000,0.456
643,White Eyes,0.004,1.000,0.477,5800,0.000,0.502
644,Twilight Geomancer,0.003,1.100,0.433,5800,0.000,0.357
645,Multi-Shot,0.003,1.300,0.487,5800,0.000,0.269
646,Argent Commander,0.007,1.200,0.596,5700,0.000,0.471
647,Dark Cultist,0.003,1.300,0.517,5700,0.000,0.487
648,Wax Elemental,0.002,1.600,0.411,5700,0.000,0.355
649,Rabid Worgen,0.004,1.800,0.497,5700,0.000,0.428
650,Terrorscale Stalker,0.005,1.700,0.505,5600,0.000,0.531
651,Ethereal Conjurer,0.004,1.300,0.522,5600,0.000,0.434
652,Twilight Flamecaller,0.005,1.100,0.515,5600,0.000,0.444
653,Infested Tauren,0.003,1.300,0.504,5600,0.000,0.431
654,Leper Gnome,0.002,1.700,0.469,5600,0.000,0.386
655,Freezing Potion,0.001,1.600,0.364,5500,0.000,0.421
656,Cave Hydra,0.001,1.300,0.481,5500,0.000,0.408
657,Kezan Mystic,0.007,1.100,0.467,5500,0.000,0.481
658,Dispatch Kodo,0.001,1.800,0.474,5500,0.000,0.477
659,Curse of Weakness,0.004,1.100,0.483,5500,0.000,0.415
660,Conceal,0.005,1.700,0.523,5500,0.000,0.522
661,Tar Lurker,0.002,1.200,0.473,5500,0.000,0.415
662,Murloc Knight,0.003,1.700,0.566,5500,0.000,0.413
663,Abomination,0.003,1.300,0.441,5500,0.000,0.354
664,Ironfur Grizzly,0.001,1.500,0.367,5400,0.000,0.263
665,Effigy,0.001,1.300,0.531,5400,0.000,0.495
666,Archmage Arugal,0.004,1.000,0.497,5400,0.000,0.429
667,Faceless Shambler,0.004,1.600,0.586,5400,0.000,0.549
668,Prince Taldaram,0.008,1.000,0.547,5300,0.000,0.574
669,Shadow Madness,0.004,1.200,0.449,5300,0.000,0.407
670,Betrayal,0.004,1.300,0.476,5300,0.000,0.417
671,Echoing Ooze,0.004,1.400,0.504,5300,0.000,0.473
672,Cursed Disciple,0.003,1.800,0.503,5300,0.000,0.511
673,Ancestral Spirit,0.003,1.500,0.466,5200,0.000,0.514
674,Grimestreet Enforcer,0.003,1.700,0.518,5200,0.000,0.473
675,Call of the Wild,0.006,1.300,0.552,5200,0.000,0.469
676,Wispering Woods,0.004,1.900,0.563,5200,0.000,0.505
677,Holy Fire,0.003,1.300,0.496,5200,0.000,0.456
678,Sinister Strike,0.004,1.800,0.475,5100,0.000,0.545
679,Reckless Flurry,0.006,1.300,0.482,5100,0.000,0.452
680,Mark of the Wild,0.002,1.500,0.467,5100,0.000,0.353
681,Rummaging Kobold,0.007,1.300,0.531,5100,0.000,0.593
682,Twin Emperor Vek'lor,0.006,1.000,0.488,5100,0.000,0.470
683,Bash,0.003,1.500,0.474,5100,0.000,0.433
684,Violet Teacher,0.004,1.900,0.578,5100,0.000,0.503
685,Ice Walker,0.002,1.400,0.450,5100,0.000,0.353
686,Greater Arcane Missiles,0.000,1.100,0.521,5100,0.000,0.479
687,Sprint,0.007,1.500,0.491,5000,0.000,0.523
688,Holy Water,0.004,1.200,0.457,5000,0.000,0.400
689,Krul the Unshackled,0.007,1.000,0.574,5000,0.000,0.647
690,Chillmaw,0.003,1.000,0.489,4900,0.000,0.404
691,Imp-losion,0.004,1.400,0.561,4900,0.000,0.424
692,Treachery,0.005,1.800,0.470,4900,0.000,0.586
693,Felsoul Inquisitor,0.002,1.300,0.452,4900,0.000,0.381
694,Snap Freeze,0.001,1.400,0.374,4900,0.000,0.389
695,Coffin Crasher,0.004,1.400,0.499,4900,0.000,0.537
696,Earthen Ring Farseer,0.003,1.300,0.538,4800,0.000,0.427
697,Dragon's Breath,0.001,1.400,0.513,4800,0.000,0.484
698,Master Oakheart,0.007,1.000,0.520,4800,0.000,0.599
699,Militia Commander,0.004,1.600,0.491,4800,0.000,0.413
700,Tortollan Forager,0.002,1.500,0.473,4800,0.000,0.382
701,Binding Heal,0.003,1.400,0.477,4800,0.000,0.439
702,Rhok'delar,0.010,1.000,0.594,4800,0.000,0.489
703,Crystal Lion,0.003,1.700,0.596,4700,0.000,0.498
704,Shallow Gravedigger,0.003,1.300,0.450,4700,0.000,0.398
705,Igneous Elemental,0.002,1.400,0.469,4700,0.000,0.397
706,Feign Death,0.007,1.300,0.521,4700,0.000,0.552
707,Hammer of Wrath,0.003,1.500,0.498,4700,0.000,0.374
708,"Finja, the Flying Star",0.005,1.000,0.581,4700,0.000,0.488
709,Forbidden Flame,0.001,1.100,0.461,4700,0.000,0.418
710,Mukla's Champion,0.003,1.600,0.590,4700,0.000,0.491
711,Revenge,0.004,1.600,0.463,4700,0.000,0.481
712,Lightwell,0.001,1.400,0.449,4600,0.000,0.350
713,Chillblade Champion,0.003,1.700,0.505,4600,0.000,0.409
714,Elven Archer,0.002,1.700,0.396,4600,0.000,0.330
715,Inner Rage,0.003,1.700,0.474,4600,0.000,0.445
716,Harvest Golem,0.002,1.400,0.538,4600,0.000,0.380
717,Crazed Worshipper,0.003,1.300,0.467,4500,0.000,0.415
718,"Kalimos, Primal Lord",0.008,1.000,0.570,4500,0.000,0.565
719,Volatile Elemental,0.002,1.300,0.436,4500,0.000,0.339
720,Shattered Sun Cleric,0.002,1.500,0.396,4500,0.000,0.295
721,Ghastly Conjurer,0.003,1.200,0.473,4500,0.000,0.414
722,Sudden Betrayal,0.003,1.500,0.476,4500,0.000,0.371
723,Doomcaller,0.010,1.200,0.459,4400,0.000,0.463
724,Unidentified Shield,0.004,1.700,0.364,4400,0.000,0.427
725,Adaptation,0.002,1.600,0.458,4400,0.000,0.393
726,Shadowblade,0.005,1.300,0.478,4400,0.000,0.447
727,Nesting Roc,0.003,1.600,0.603,4400,0.000,0.474
728,Razorpetal Lasher,0.002,1.700,0.508,4400,0.000,0.474
729,Flash Heal,0.003,1.300,0.460,4400,0.000,0.449
730,Anyfin Can Happen,0.006,1.900,0.578,4300,0.000,0.591
731,Mossy Horror,0.007,1.100,0.502,4300,0.000,0.519
732,Grommash Hellscream,0.009,1.000,0.452,4300,0.000,0.540
733,Unearthed Raptor,0.003,1.700,0.480,4300,0.000,0.501
734,Witch's Cauldron,0.004,1.200,0.498,4300,0.000,0.408
735,Faceless Summoner,0.002,1.400,0.519,4300,0.000,0.406
736,Frost Shock,0.001,1.700,0.414,4300,0.000,0.457
737,Unbound Elemental,0.002,1.800,0.485,4300,0.000,0.388
738,Goblin Blastmage,0.003,1.900,0.597,4300,0.000,0.521
739,Getaway Kodo,0.001,1.500,0.442,4300,0.000,0.420
740,Dollmaster Dorian,0.005,1.000,0.466,4300,0.000,0.450
741,Fierce Monkey,0.003,1.800,0.322,4300,0.000,0.407
742,Kabal Songstealer,0.005,1.200,0.541,4300,0.000,0.452
743,Benevolent Djinn,0.002,1.500,0.513,4200,0.000,0.371
744,Tol'vir Stoneshaper,0.003,1.300,0.497,4200,0.000,0.433
745,Darius Crowley,0.005,1.000,0.521,4200,0.000,0.465
746,Shadowcaster,0.005,1.300,0.467,4200,0.000,0.524
747,Feral Gibberer,0.001,1.500,0.424,4200,0.000,0.406
748,Jinyu Waterspeaker,0.004,1.500,0.512,4200,0.000,0.438
749,Goldshire Footman,0.001,1.500,0.328,4200,0.000,0.262
750,Grievous Bite,0.003,1.200,0.529,4200,0.000,0.382
751,Murloc Raider,0.001,1.800,0.383,4200,0.000,0.331
752,Lightspawn,0.001,1.400,0.415,4200,0.000,0.343
753,Cult Sorcerer,0.002,1.600,0.531,4100,0.000,0.458
754,Forge of Souls,0.004,1.300,0.479,4100,0.000,0.454
755,Midnight Drake,0.002,1.300,0.422,4100,0.000,0.430
756,Ravencaller,0.002,1.600,0.446,4100,0.000,0.360
757,Woodcutter's Axe,0.004,1.700,0.506,4100,0.000,0.440
758,Murloc Tinyfin,0.001,1.900,0.569,4100,0.000,0.483
759,Journey Below,0.002,1.500,0.440,4100,0.000,0.371
760,Forked Lightning,0.001,1.500,0.406,4000,0.000,0.361
761,Blowgill Sniper,0.002,1.400,0.546,4000,0.000,0.422
762,Envenom Weapon,0.005,1.000,0.465,4000,0.000,0.453
763,Lady in White,0.004,1.000,0.496,4000,0.000,0.451
764,Paragon of Light,0.003,1.700,0.509,4000,0.000,0.409
765,Drain Life,0.002,1.500,0.399,4000,0.000,0.304
766,Psych-o-Tron,0.001,1.400,0.472,4000,0.000,0.384
767,Rat Trap,0.005,1.100,0.582,4000,0.000,0.524
768,Healing Wave,0.003,1.300,0.460,4000,0.000,0.422
769,Alexstrasza's Champion,0.003,2.000,0.527,4000,0.000,0.509
770,Onyx Bishop,0.002,1.500,0.440,4000,0.000,0.423
771,Tar Lord,0.002,1.500,0.479,4000,0.000,0.396
772,Bloodsail Corsair,0.003,1.700,0.513,3900,0.000,0.450
773,Tinkertown Technician,0.002,1.700,0.590,3900,0.000,0.470
774,Tainted Zealot,0.004,1.200,0.512,3900,0.000,0.448
775,Bane of Doom,0.003,1.200,0.498,3900,0.000,0.443
776,Huge Toad,0.001,1.600,0.503,3900,0.000,0.448
777,Snake Trap,0.003,1.200,0.576,3900,0.000,0.433
778,The Mistcaller,0.003,1.000,0.476,3900,0.000,0.506
779,Volcanosaur,0.003,1.200,0.448,3900,0.000,0.370
780,Argent Protector,0.002,1.600,0.525,3900,0.000,0.407
781,Chromaggus,0.005,1.000,0.483,3900,0.000,0.483
782,Doomhammer,0.005,1.600,0.578,3900,0.000,0.508
783,Earth Elemental,0.002,1.400,0.448,3800,0.000,0.397
784,Spirit Echo,0.003,1.100,0.483,3800,0.000,0.515
785,Explorer's Hat,0.001,1.300,0.465,3800,0.000,0.402
786,Starfire,0.002,1.300,0.473,3800,0.000,0.399
787,Stormcrack,0.001,1.400,0.483,3800,0.000,0.443
788,Deathwing,0.011,1.000,0.508,3800,0.000,0.414
789,Shady Dealer,0.004,1.900,0.609,3800,0.000,0.526
790,Repentance,0.002,1.300,0.566,3800,0.000,0.429
791,Druid of the Scythe,0.002,1.700,0.501,3800,0.000,0.410
792,Ancestral Healing,0.001,1.400,0.366,3700,0.000,0.438
793,Living Mana,0.004,1.800,0.576,3700,0.000,0.397
794,Explosive Shot,0.003,1.100,0.501,3700,0.000,0.335
795,Infested Wolf,0.002,1.400,0.595,3700,0.000,0.453
796,Cult Master,0.005,1.200,0.571,3700,0.000,0.438
797,Gather Your Party,0.002,2.000,0.514,3700,0.000,0.513
798,Ironbark Protector,0.002,1.500,0.425,3700,0.000,0.362
799,Astral Tiger,0.002,1.600,0.471,3700,0.000,0.415
800,Injured Blademaster,0.002,1.800,0.496,3600,0.000,0.435
801,Devour Mind,0.003,1.200,0.425,3600,0.000,0.403
802,The Darkness,0.003,1.000,0.436,3600,0.000,0.414
803,Dreadscale,0.001,1.000,0.520,3600,0.000,0.448
804,Prince Valanar,0.003,1.000,0.499,3600,0.000,0.491
805,Runic Egg,0.003,1.700,0.493,3600,0.000,0.407
806,Dragonhatcher,0.006,1.400,0.524,3600,0.000,0.536
807,Beneath the Grounds,0.002,1.300,0.429,3600,0.000,0.415
808,Darnassus Aspirant,0.002,1.800,0.553,3600,0.000,0.513
809,Ravasaur Runt,0.001,1.600,0.551,3500,0.000,0.434
810,Howlfiend,0.005,1.200,0.484,3500,0.000,0.538
811,Nefarian,0.004,1.000,0.508,3500,0.000,0.447
812,Spider Tank,0.002,1.800,0.597,3500,0.000,0.452
813,Finders Keepers,0.001,1.100,0.374,3500,0.000,0.458
814,Unpowered Steambot,0.002,1.500,0.423,3500,0.000,0.360
815,Val'anyr,0.005,1.000,0.529,3500,0.000,0.486
816,Gnomish Inventor,0.003,1.400,0.345,3400,0.000,0.315
817,Drakkari Enchanter,0.005,1.200,0.446,3400,0.000,0.496
818,Green Jelly,0.002,1.500,0.273,3400,0.000,0.274
819,Drakkari Defender,0.002,1.700,0.457,3400,0.000,0.358
820,The Marsh Queen,0.002,1.000,0.425,3400,0.000,0.353
