rank,name,deck_freq,copies,winrate,play_time,play_freq,play_winrate
0,Saronite Chain Gang,0.220,2.000,0.533,4100000,0.017,0.524
1,Fire Fly,0.270,1.900,0.543,4000000,0.017,0.498
2,Stonehill Defender,0.208,1.900,0.532,3700000,0.016,0.494
3,Tar Creeper,0.241,1.700,0.530,3600000,0.015,0.486
4,Wild Growth,0.138,2.000,0.527,2500000,0.011,0.531
5,Acolyte of Pain,0.156,1.800,0.510,2200000,0.010,0.510
6,Swipe,0.135,1.900,0.526,2200000,0.009,0.523
7,The Lich King,0.315,1.000,0.534,2200000,0.009,0.545
8,Lesser Jasper Spellstone,0.131,2.000,0.529,2200000,0.009,0.515
9,Oaken Summons,0.122,1.900,0.530,2100000,0.009,0.535
10,Doomsayer,0.154,1.800,0.519,2100000,0.009,0.457
11,Lifedrinker,0.102,1.900,0.514,2100000,0.009,0.551
12,Glacial Shard,0.114,1.900,0.520,2100000,0.009,0.501
13,Plated Beetle,0.114,1.900,0.533,2100000,0.009,0.506
14,Nourish,0.138,2.000,0.527,2000000,0.009,0.534
15,Primordial Drake,0.153,1.800,0.523,2000000,0.009,0.529
16,Branching Paths,0.127,1.900,0.529,1900000,0.008,0.542
17,Mountain Giant,0.109,2.000,0.534,1900000,0.008,0.568
18,Twilight Drake,0.104,2.000,0.537,1800000,0.008,0.526
19,Flanking Strike,0.138,2.000,0.552,1800000,0.008,0.501
20,Hench-Clan Thug,0.108,2.000,0.538,1700000,0.007,0.523
21,Phantom Militia,0.041,1.900,0.527,1700000,0.007,0.517
22,Animal Companion,0.100,2.000,0.546,1700000,0.007,0.496
23,Argent Squire,0.126,1.900,0.559,1700000,0.007,0.484
24,Candleshot,0.119,1.900,0.550,1600000,0.007,0.514
25,Fungalmancer,0.152,1.900,0.556,1500000,0.007,0.537
26,Warpath,0.043,2.000,0.527,1500000,0.007,0.527
27,SI:7 Agent,0.109,1.900,0.536,1500000,0.007,0.490
28,Lesser Amethyst Spellstone,0.112,2.000,0.532,1500000,0.007,0.506
29,Hellfire,0.114,2.000,0.530,1500000,0.007,0.517
30,Spellbreaker,0.183,1.500,0.540,1500000,0.006,0.506
31,Vilespine Slayer,0.121,1.900,0.528,1400000,0.006,0.488
32,Dire Mole,0.105,1.900,0.549,1400000,0.006,0.481
33,Wrath,0.099,1.600,0.525,1400000,0.006,0.500
34,Fal'dorei Strider,0.071,2.000,0.519,1400000,0.006,0.531
35,Hex,0.104,1.900,0.521,1400000,0.006,0.498
36,Backstab,0.081,2.000,0.510,1300000,0.006,0.492
37,Wandering Monster,0.091,2.000,0.549,1300000,0.006,0.479
38,Righteous Protector,0.085,2.000,0.562,1300000,0.006,0.490
39,Vulgar Homunculus,0.074,2.000,0.544,1300000,0.006,0.509
40,Tracking,0.089,1.900,0.547,1300000,0.006,0.486
41,Cold Blood,0.104,2.000,0.541,1300000,0.006,0.586
42,Naturalize,0.090,1.900,0.523,1300000,0.006,0.540
43,Lesser Emerald Spellstone,0.090,2.000,0.550,1200000,0.005,0.550
44,Eaglehorn Bow,0.095,1.900,0.547,1200000,0.005,0.498
45,Fan of Knives,0.087,1.900,0.513,1200000,0.005,0.481
46,Prince Keleseth,0.130,1.000,0.533,1200000,0.005,0.558
47,Shadow Visions,0.061,2.000,0.496,1200000,0.005,0.498
48,Rotten Applebaum,0.067,1.700,0.510,1100000,0.005,0.508
49,Explosive Trap,0.090,1.900,0.548,1100000,0.005,0.451
50,Elven Minstrel,0.082,1.900,0.510,1100000,0.005,0.508
51,Mana Tide Totem,0.072,1.900,0.505,1100000,0.005,0.519
52,Kill Command,0.087,2.000,0.548,1100000,0.005,0.537
53,Hooked Reaver,0.075,2.000,0.544,1100000,0.005,0.494
54,Ironwood Golem,0.098,1.800,0.530,1100000,0.005,0.491
55,Defile,0.112,2.000,0.531,1100000,0.005,0.484
56,Preparation,0.075,2.000,0.514,1100000,0.005,0.527
57,Lightning Storm,0.075,1.900,0.504,1100000,0.005,0.484
58,Shudderwock,0.073,1.000,0.505,1100000,0.005,0.840
59,Far Sight,0.064,1.900,0.508,1100000,0.005,0.519
60,Freezing Trap,0.089,1.800,0.549,1100000,0.005,0.480
61,Lost in the Jungle,0.081,2.000,0.566,1000000,0.005,0.491
62,Eviscerate,0.066,2.000,0.518,1000000,0.005,0.518
63,Ferocious Howl,0.064,1.700,0.518,1000000,0.004,0.516
64,Carnivorous Cube,0.118,1.900,0.517,1000000,0.004,0.667
65,Acherus Veteran,0.086,1.900,0.562,1000000,0.004,0.501
66,Arcane Tyrant,0.065,1.800,0.533,1000000,0.004,0.518
67,Kobold Librarian,0.057,2.000,0.509,1000000,0.004,0.502
68,Sap,0.078,1.900,0.509,1000000,0.004,0.502
69,Unidentified Maul,0.081,2.000,0.567,1000000,0.004,0.520
70,Shroom Brewer,0.076,1.900,0.543,1000000,0.004,0.523
71,Power Word: Shield,0.048,2.000,0.488,1000000,0.004,0.496
72,Vicious Fledgling,0.069,1.900,0.541,1000000,0.004,0.485
73,Arcane Artificer,0.053,2.000,0.510,980000,0.004,0.527
74,Volcano,0.073,2.000,0.505,980000,0.004,0.472
75,Unleash the Hounds,0.090,1.900,0.548,980000,0.004,0.438
76,Hunter's Mark,0.102,1.600,0.552,970000,0.004,0.483
77,Fireball,0.046,2.000,0.527,960000,0.004,0.600
78,Primordial Glyph,0.046,1.900,0.515,950000,0.004,0.471
79,Stitched Tracker,0.070,2.000,0.542,930000,0.004,0.523
80,Northshire Cleric,0.047,2.000,0.499,930000,0.004,0.486
81,Deathstalker Rexxar,0.142,1.000,0.549,920000,0.004,0.445
82,Sunfury Protector,0.064,1.800,0.550,900000,0.004,0.503
83,Frostbolt,0.045,2.000,0.527,890000,0.004,0.478
84,Healing Rain,0.072,1.900,0.504,890000,0.004,0.510
85,Spreading Plague,0.071,2.000,0.528,880000,0.004,0.430
86,Mana Wyrm,0.042,2.000,0.531,870000,0.004,0.513
87,Deadly Poison,0.064,2.000,0.523,870000,0.004,0.534
88,Ultimate Infestation,0.108,1.600,0.529,850000,0.004,0.572
89,Shield Block,0.046,2.000,0.524,840000,0.004,0.513
90,Blizzard,0.054,1.900,0.509,840000,0.004,0.489
91,Blink Fox,0.060,1.900,0.531,830000,0.004,0.458
92,Acidic Swamp Ooze,0.102,1.100,0.531,830000,0.003,0.481
93,Blessing of Might,0.076,1.800,0.566,820000,0.003,0.534
94,Dread Infernal,0.069,1.800,0.547,810000,0.003,0.541
95,Polymorph,0.057,1.900,0.515,810000,0.003,0.520
96,Gluttonous Ooze,0.117,1.000,0.516,810000,0.003,0.544
97,Level Up!,0.076,2.000,0.568,810000,0.003,0.562
98,Duskbreaker,0.051,2.000,0.514,810000,0.003,0.511
99,Blood Razor,0.044,2.000,0.526,790000,0.003,0.529
100,Loot Hoarder,0.045,1.800,0.489,780000,0.003,0.489
101,"Grumble, Worldshaker",0.075,1.000,0.509,750000,0.003,0.628
102,Sorcerer's Apprentice,0.040,1.900,0.514,750000,0.003,0.541
103,Explosive Runes,0.035,2.000,0.535,740000,0.003,0.521
104,Raid Leader,0.066,1.900,0.567,740000,0.003,0.516
105,Arcane Intellect,0.048,1.900,0.511,730000,0.003,0.453
106,Flamestrike,0.054,1.800,0.518,730000,0.003,0.526
107,Ironbeak Owl,0.101,1.200,0.544,720000,0.003,0.419
108,Seeping Oozeling,0.058,2.000,0.551,710000,0.003,0.614
109,To My Side!,0.043,1.900,0.561,700000,0.003,0.524
110,Witchwood Grizzly,0.069,1.900,0.544,700000,0.003,0.470
111,Southsea Deckhand,0.053,1.900,0.544,700000,0.003,0.491
112,Raven Familiar,0.038,1.900,0.531,700000,0.003,0.529
113,Meteor,0.046,1.800,0.526,690000,0.003,0.546
114,Crackling Razormaw,0.033,2.000,0.545,680000,0.003,0.504
115,Corridor Creeper,0.059,1.900,0.571,680000,0.003,0.502
116,Lightning Bolt,0.041,1.800,0.511,680000,0.003,0.517
117,Arcanologist,0.039,1.900,0.525,680000,0.003,0.504
118,Arcane Missiles,0.032,2.000,0.534,660000,0.003,0.479
119,Malfurion the Pestilent,0.080,1.000,0.531,660000,0.003,0.502
120,Zola the Gorgon,0.085,1.000,0.501,660000,0.003,0.571
121,Arcane Keysmith,0.044,1.700,0.531,650000,0.003,0.532
122,Leeroy Jenkins,0.151,1.000,0.542,650000,0.003,0.692
123,Dragon's Fury,0.043,2.000,0.527,640000,0.003,0.503
124,Cornered Sentry,0.032,1.800,0.536,640000,0.003,0.522
125,Fire Plume's Heart,0.037,1.000,0.535,630000,0.003,0.503
126,Bloodmage Thalnos,0.069,1.000,0.500,620000,0.003,0.498
127,Mind Control Tech,0.068,1.200,0.517,620000,0.003,0.498
128,Shiv,0.044,1.700,0.524,620000,0.003,0.507
129,Drywhisker Armorer,0.035,2.000,0.535,620000,0.003,0.525
130,Cobalt Scalebane,0.074,1.500,0.539,620000,0.003,0.502
131,Counterspell,0.036,1.900,0.535,610000,0.003,0.513
132,Execute,0.044,1.900,0.525,610000,0.003,0.499
133,Kirin Tor Mage,0.034,2.000,0.538,600000,0.003,0.513
134,Kingsbane,0.015,1.000,0.471,600000,0.003,0.559
135,Cinderstorm,0.030,1.900,0.535,600000,0.003,0.484
136,Gadgetzan Auctioneer,0.047,1.900,0.522,590000,0.003,0.511
137,Voodoo Doll,0.054,1.700,0.517,590000,0.003,0.529
138,Wispering Woods,0.041,2.000,0.542,590000,0.002,0.507
139,Play Dead,0.069,2.000,0.545,590000,0.002,0.665
140,Dire Wolf Alpha,0.036,1.900,0.556,580000,0.002,0.496
141,Soul of the Forest,0.042,2.000,0.540,570000,0.002,0.561
142,Vinecleaver,0.079,1.700,0.568,570000,0.002,0.482
143,Edwin VanCleef,0.070,1.000,0.534,560000,0.002,0.526
144,Psychic Scream,0.046,1.800,0.496,560000,0.002,0.474
145,Brawl,0.045,1.900,0.526,560000,0.002,0.462
146,Power of the Wild,0.039,1.700,0.539,560000,0.002,0.561
147,Bloodreaver Gul'dan,0.121,1.000,0.531,550000,0.002,0.602
148,Wild Pyromancer,0.036,1.900,0.494,550000,0.002,0.459
149,Witchwood Piper,0.047,1.400,0.493,540000,0.002,0.506
150,Hagatha the Witch,0.089,1.000,0.528,530000,0.002,0.517
151,Radiant Elemental,0.030,2.000,0.476,520000,0.002,0.495
152,Violet Teacher,0.043,1.900,0.541,510000,0.002,0.500
153,Slam,0.032,1.700,0.530,510000,0.002,0.508
154,Savage Roar,0.045,2.000,0.538,510000,0.002,0.739
155,Witching Hour,0.068,2.000,0.526,500000,0.002,0.621
156,Faceless Manipulator,0.055,1.600,0.498,500000,0.002,0.578
157,Spirit Lash,0.031,1.900,0.480,500000,0.002,0.493
158,Deadly Shot,0.058,1.300,0.541,490000,0.002,0.459
159,Knife Juggler,0.034,2.000,0.557,490000,0.002,0.488
160,Frost Lich Jaina,0.061,1.000,0.517,490000,0.002,0.632
161,Bearshark,0.027,1.900,0.548,480000,0.002,0.475
162,Hadronox,0.073,1.000,0.526,480000,0.002,0.635
163,Possessed Lackey,0.037,1.900,0.511,480000,0.002,0.557
164,Flametongue Totem,0.033,2.000,0.554,480000,0.002,0.543
165,Sleepy Dragon,0.062,1.400,0.527,480000,0.002,0.493
166,Skulking Geist,0.065,1.000,0.520,460000,0.002,0.549
167,Master Oakheart,0.062,1.000,0.533,460000,0.002,0.657
168,Shield Slam,0.036,1.600,0.526,460000,0.002,0.538
169,Charged Devilsaur,0.076,2.000,0.541,450000,0.002,0.523
170,Arcane Shot,0.036,1.600,0.550,450000,0.002,0.480
171,Sandbinder,0.041,1.200,0.506,440000,0.002,0.532
172,Divine Favor,0.080,1.400,0.565,440000,0.002,0.438
173,Genn Greymane,0.105,1.000,0.551,440000,0.002,0.475
174,Dark Pact,0.039,1.900,0.507,440000,0.002,0.570
175,Houndmaster,0.034,2.000,0.544,440000,0.002,0.510
176,Earthen Might,0.030,2.000,0.559,430000,0.002,0.519
177,Murkspark Eel,0.029,2.000,0.566,430000,0.002,0.523
178,Twilight's Call,0.021,1.900,0.485,430000,0.002,0.532
179,Fire Plume Phoenix,0.033,1.900,0.546,410000,0.002,0.483
180,Kathrena Winterwisp,0.071,1.000,0.545,410000,0.002,0.654
181,Sea Giant,0.035,1.900,0.554,390000,0.002,0.515
182,Crystalline Oracle,0.019,1.900,0.490,390000,0.002,0.502
183,Corpsetaker,0.029,2.000,0.561,390000,0.002,0.490
184,Dragonhatcher,0.059,1.300,0.533,390000,0.002,0.539
185,Shadow Word: Death,0.041,1.400,0.481,380000,0.002,0.481
186,Divine Spirit,0.021,2.000,0.485,380000,0.002,0.611
187,Primalfin Totem,0.028,2.000,0.561,380000,0.002,0.483
188,Fire Elemental,0.032,1.900,0.557,380000,0.002,0.497
189,Mass Dispel,0.037,1.200,0.494,370000,0.002,0.463
190,Mind Blast,0.026,2.000,0.496,370000,0.002,0.768
191,Cutthroat Buccaneer,0.015,2.000,0.470,350000,0.002,0.585
192,Stormwind Champion,0.062,1.400,0.567,340000,0.001,0.501
193,Vicious Scalehide,0.033,1.400,0.548,330000,0.001,0.456
194,Earth Shock,0.021,1.600,0.507,330000,0.001,0.512
195,Hallucination,0.021,1.600,0.481,320000,0.001,0.440
196,Skull of the Man'ari,0.037,1.000,0.510,320000,0.001,0.598
197,Cavern Shinyfinder,0.016,1.900,0.466,320000,0.001,0.537
198,Inner Fire,0.022,1.900,0.483,310000,0.001,0.592
199,Shadowstep,0.033,1.400,0.486,310000,0.001,0.488
200,Houndmaster Shaw,0.048,1.000,0.552,310000,0.001,0.578
201,Greedy Sprite,0.023,1.800,0.530,310000,0.001,0.507
202,Voidlord,0.044,2.000,0.504,300000,0.001,0.489
203,Voidwalker,0.014,1.900,0.522,300000,0.001,0.453
204,Alexstrasza,0.053,1.000,0.517,290000,0.001,0.584
205,Shadowreaper Anduin,0.041,1.000,0.500,290000,0.001,0.558
206,Awaken the Makers,0.018,1.000,0.493,290000,0.001,0.465
207,Despicable Dreadlord,0.021,1.900,0.505,290000,0.001,0.492
208,Amani Berserker,0.023,1.500,0.538,280000,0.001,0.475
209,Sprint,0.029,1.800,0.502,280000,0.001,0.557
210,Divine Hymn,0.019,1.800,0.503,280000,0.001,0.491
211,Shadow Ascendant,0.016,1.900,0.492,280000,0.001,0.472
212,Bone Drake,0.023,1.700,0.501,280000,0.001,0.530
213,Spiteful Summoner,0.019,2.000,0.536,270000,0.001,0.577
214,Direhorn Hatchling,0.009,1.700,0.503,270000,0.001,0.506
215,Siphon Soul,0.032,1.200,0.519,270000,0.001,0.498
216,Lone Champion,0.039,1.100,0.550,270000,0.001,0.482
217,Sunkeeper Tarim,0.011,1.000,0.506,270000,0.001,0.579
218,Murmuring Elemental,0.017,1.500,0.470,260000,0.001,0.607
219,Scaleworm,0.016,1.700,0.517,260000,0.001,0.493
220,Twilight Acolyte,0.022,1.800,0.521,260000,0.001,0.481
221,Novice Engineer,0.013,1.800,0.446,260000,0.001,0.445
222,Doomguard,0.046,2.000,0.518,250000,0.001,0.508
223,Scavenging Hyena,0.010,1.900,0.529,250000,0.001,0.464
224,Argent Commander,0.034,1.300,0.556,250000,0.001,0.488
225,Baku the Mooneater,0.135,1.000,0.554,240000,0.001,0.283
226,Flame Imp,0.014,2.000,0.520,240000,0.001,0.471
227,Nightmare Amalgam,0.013,1.700,0.509,240000,0.001,0.450
228,Jeweled Macaw,0.007,1.800,0.514,240000,0.001,0.422
229,Rhok'delar,0.042,1.000,0.561,240000,0.001,0.526
230,Innervate,0.020,1.400,0.516,230000,0.001,0.499
231,Shadow Word: Pain,0.016,1.500,0.453,230000,0.001,0.450
232,Shimmering Tempest,0.012,1.800,0.481,230000,0.001,0.464
233,Vanish,0.021,1.700,0.453,230000,0.001,0.462
234,Mortal Coil,0.015,1.600,0.496,220000,0.001,0.480
235,Leeching Poison,0.015,1.900,0.471,220000,0.001,0.552
236,Wing Blast,0.022,1.300,0.543,220000,0.001,0.442
237,"Rin, the First Disciple",0.018,1.000,0.503,220000,0.001,0.471
238,King Krush,0.069,1.000,0.546,220000,0.001,0.675
239,Gnomeferatu,0.011,1.700,0.485,220000,0.001,0.478
240,Harrison Jones,0.034,1.000,0.508,220000,0.001,0.542
241,Silver Vanguard,0.059,1.100,0.550,210000,0.001,0.570
242,Dire Frenzy,0.030,1.400,0.517,210000,0.001,0.559
243,Servant of Kalimos,0.015,1.700,0.493,210000,0.001,0.517
244,Unidentified Elixir,0.012,1.900,0.488,210000,0.001,0.502
245,Flame Geyser,0.003,1.600,0.491,210000,0.001,0.496
246,Baron Geddon,0.044,1.000,0.520,210000,0.001,0.569
247,Sound the Bells!,0.005,1.800,0.453,210000,0.001,0.495
248,Pick Pocket,0.007,1.600,0.405,210000,0.001,0.391
249,Bonfire Elemental,0.015,1.800,0.497,200000,0.001,0.521
250,"Hemet, Jungle Hunter",0.029,1.000,0.505,200000,0.001,0.567
251,Crypt Lord,0.012,1.900,0.535,200000,0.001,0.498
252,Shadow Essence,0.011,1.800,0.461,200000,0.001,0.526
253,Water Elemental,0.011,1.800,0.502,200000,0.001,0.469
254,Mirror Image,0.009,1.400,0.515,190000,0.001,0.401
255,Blazecaller,0.015,1.800,0.502,190000,0.001,0.564
256,Tundra Rhino,0.007,1.500,0.509,190000,0.001,0.492
257,Aluneth,0.031,1.000,0.539,190000,0.001,0.515
258,Lesser Ruby Spellstone,0.011,1.900,0.477,190000,0.001,0.462
259,Whirlwind,0.015,1.500,0.511,180000,0.001,0.492
260,Mind Control,0.025,1.300,0.506,180000,0.001,0.571
261,Circle of Healing,0.012,1.900,0.468,180000,0.001,0.499
262,Holy Smite,0.011,1.900,0.452,180000,0.001,0.503
263,Spiritsinger Umbra,0.030,1.000,0.502,180000,0.001,0.587
264,Holy Nova,0.013,1.500,0.457,180000,0.001,0.468
265,Frost Nova,0.009,1.800,0.419,180000,0.001,0.406
266,Zap!,0.007,1.600,0.495,170000,0.001,0.499
267,Moonfire,0.012,2.000,0.490,170000,0.001,0.617
268,Doomerang,0.014,1.800,0.474,170000,0.001,0.575
269,Cabal Shadow Priest,0.020,1.500,0.527,170000,0.001,0.550
270,Eternal Servitude,0.012,1.800,0.452,160000,0.001,0.582
271,Savannah Highmane,0.017,1.800,0.529,160000,0.001,0.506
272,Silence,0.012,1.600,0.470,160000,0.001,0.449
273,Sindragosa,0.027,1.000,0.527,160000,0.001,0.610
274,Ice Barrier,0.007,1.800,0.424,160000,0.001,0.411
275,Leyline Manipulator,0.014,1.500,0.453,150000,0.001,0.584
276,Twig of the World Tree,0.015,1.000,0.509,150000,0.001,0.513
277,Murloc Tidecaller,0.009,2.000,0.519,150000,0.001,0.497
278,Captain Greenskin,0.017,1.000,0.498,150000,0.001,0.616
279,Scourgelord Garrosh,0.023,1.000,0.520,150000,0.001,0.568
280,Steam Surger,0.009,1.800,0.501,150000,0.001,0.517
281,Valeera the Hollow,0.023,1.000,0.453,150000,0.001,0.552
282,Al'Akir the Windlord,0.029,1.000,0.563,150000,0.001,0.507
283,Rockpool Hunter,0.009,2.000,0.520,150000,0.001,0.505
284,Tortollan Shellraiser,0.008,1.700,0.489,150000,0.001,0.453
285,Blazing Invocation,0.003,1.500,0.464,150000,0.001,0.499
286,Blessing of Kings,0.011,1.700,0.500,150000,0.001,0.490
287,Consecration,0.011,1.900,0.485,150000,0.001,0.438
288,Reckless Flurry,0.017,1.300,0.524,150000,0.001,0.509
289,Malygos,0.023,1.000,0.475,150000,0.001,0.666
290,Pyroblast,0.036,1.000,0.532,140000,0.001,0.711
291,"Kalimos, Primal Lord",0.025,1.000,0.553,140000,0.001,0.567
292,Lord Godfrey,0.033,1.000,0.500,140000,0.001,0.473
293,Tirion Fordring,0.004,1.000,0.482,140000,0.001,0.375
294,Pyros,0.011,1.000,0.506,140000,0.001,0.517
295,Battle Rage,0.013,1.400,0.515,140000,0.001,0.483
296,Grievous Bite,0.012,1.200,0.547,130000,0.001,0.438
297,Timber Wolf,0.002,1.600,0.464,130000,0.001,0.444
298,Sen'jin Shieldmasta,0.003,1.600,0.444,130000,0.001,0.399
299,Cave Hydra,0.001,1.500,0.497,130000,0.001,0.437
300,Soulfire,0.011,1.900,0.531,130000,0.001,0.458
301,Venomstrike Trap,0.013,1.300,0.540,130000,0.001,0.504
302,Druid of the Scythe,0.009,1.900,0.546,130000,0.001,0.488
303,Fire Plume Harbinger,0.009,1.200,0.468,130000,0.001,0.519
304,Cheap Shot,0.004,1.700,0.435,130000,0.001,0.381
305,Cone of Cold,0.005,1.800,0.411,130000,0.001,0.411
306,Lesser Diamond Spellstone,0.013,1.900,0.450,130000,0.001,0.611
307,Murloc Warleader,0.008,2.000,0.521,130000,0.001,0.517
308,Abomination,0.007,1.500,0.471,130000,0.001,0.432
309,Wyrmguard,0.011,1.500,0.502,130000,0.001,0.461
310,Archbishop Benedictus,0.017,1.000,0.491,120000,0.001,0.530
