rank,name,deck_freq,copies,winrate,play_time,play_freq,play_winrate
725,Stranglethorn Tiger,0.001,1.400,0.507,9000,0.000,0.428
726,Acolyte of Agony,0.000,1.400,0.433,9000,0.000,0.380
727,Envenom Weapon,0.001,1.100,0.427,9000,0.000,0.450
728,Dark Conviction,0.001,1.600,0.486,9000,0.000,0.400
729,Blood Knight,0.001,1.200,0.480,9000,0.000,0.422
730,Humility,0.001,1.400,0.435,8900,0.000,0.260
731,Lorewalker Cho,0.001,1.000,0.444,8900,0.000,0.439
732,Corruption,0.000,1.500,0.364,8900,0.000,0.274
733,Chittering Tunneler,0.000,1.400,0.458,8800,0.000,0.446
734,Keeper of the Grove,0.001,1.300,0.443,8700,0.000,0.373
735,Headcrack,0.000,1.100,0.462,8700,0.000,0.408
736,Wretched Tiller,0.001,1.400,0.434,8700,0.000,0.351
737,Succubus,0.000,1.700,0.369,8700,0.000,0.259
738,Strongshell Scavenger,0.001,1.500,0.472,8600,0.000,0.494
739,Healing Touch,0.001,1.400,0.379,8500,0.000,0.255
740,Eye for an Eye,0.000,1.300,0.347,8400,0.000,0.325
741,Sudden Genesis,0.001,1.600,0.421,8400,0.000,0.626
742,Illidan Stormrage,0.001,1.000,0.481,8300,0.000,0.476
743,Temple Enforcer,0.001,1.400,0.451,8300,0.000,0.445
744,Plague Scientist,0.001,1.300,0.496,8300,0.000,0.396
745,Betrayal,0.001,1.200,0.379,8300,0.000,0.308
746,Eggnapper,0.001,1.300,0.441,8200,0.000,0.372
747,Gladiator's Longbow,0.001,1.100,0.511,8100,0.000,0.439
748,Lesser Onyx Spellstone,0.001,1.800,0.379,8000,0.000,0.348
749,Hogger,0.000,1.000,0.463,7900,0.000,0.432
750,Lay on Hands,0.001,1.100,0.466,7900,0.000,0.370
751,Lakkari Felhound,0.001,1.700,0.357,7800,0.000,0.281
752,Fallen Sun Cleric,0.000,1.500,0.453,7800,0.000,0.397
753,Deathweb Spider,0.001,1.300,0.437,7800,0.000,0.417
754,Splintergraft,0.001,1.000,0.465,7700,0.000,0.528
755,Oasis Snapjaw,0.000,1.600,0.429,7600,0.000,0.299
756,Nat Pagle,0.000,1.000,0.418,7600,0.000,0.425
757,Raging Worgen,0.001,1.500,0.447,7600,0.000,0.348
758,Lakkari Sacrifice,0.001,1.000,0.323,7600,0.000,0.293
759,Barkskin,0.000,1.400,0.367,7500,0.000,0.395
760,Lilian Voss,0.001,1.000,0.400,7400,0.000,0.401
761,Holy Light,0.000,1.400,0.382,7400,0.000,0.219
762,Gloom Stag,0.000,1.700,0.397,7400,0.000,0.376
763,Glacial Mysteries,0.000,1.100,0.434,7400,0.000,0.405
764,Mark of Nature,0.000,1.300,0.323,7300,0.000,0.360
765,Scarlet Crusader,0.001,1.300,0.463,7300,0.000,0.355
766,Prince Valanar,0.000,1.000,0.430,7300,0.000,0.466
767,Master Swordsmith,0.000,1.300,0.416,7200,0.000,0.346
768,Temporus,0.000,1.000,0.426,7200,0.000,0.450
769,Mad Bomber,0.000,1.400,0.488,7000,0.000,0.378
770,Walnut Sprite,0.000,1.300,0.440,7000,0.000,0.352
771,Val'kyr Soulclaimer,0.001,1.200,0.462,7000,0.000,0.377
772,Flesheating Ghoul,0.001,1.300,0.515,6900,0.000,0.376
773,Gnash,0.000,1.500,0.393,6900,0.000,0.390
774,Archmage,0.000,1.600,0.447,6900,0.000,0.318
775,Mortal Strike,0.001,1.700,0.440,6800,0.000,0.428
776,Runeforge Haunter,0.001,1.600,0.438,6800,0.000,0.444
777,Festeroot Hulk,0.000,1.500,0.449,6800,0.000,0.408
778,The Voraxx,0.000,1.000,0.437,6700,0.000,0.489
779,Giant Wasp,0.000,1.300,0.439,6700,0.000,0.369
780,Shellshifter,0.000,1.500,0.433,6700,0.000,0.413
781,Embrace Darkness,0.000,1.100,0.379,6600,0.000,0.393
782,Unwilling Sacrifice,0.000,1.300,0.410,6600,0.000,0.391
783,Pumpkin Peasant,0.001,1.400,0.464,6500,0.000,0.391
784,Frozen Crusher,0.000,1.200,0.482,6500,0.000,0.510
785,"Bolvar, Fireblood",0.000,1.000,0.463,6400,0.000,0.454
786,Magma Rager,0.000,1.500,0.400,6400,0.000,0.371
787,Alarm-o-Bot,0.000,1.600,0.403,6300,0.000,0.446
788,Corrupting Mist,0.000,1.100,0.441,6300,0.000,0.310
789,Dragonling Mechanic,0.000,1.500,0.391,6200,0.000,0.211
790,Dinosize,0.001,1.200,0.491,6200,0.000,0.568
791,The Runespear,0.001,1.000,0.508,6100,0.000,0.442
792,Ancient Watcher,0.000,1.700,0.504,6100,0.000,0.429
793,Grave Shambler,0.000,1.700,0.435,6100,0.000,0.425
794,Emperor Cobra,0.000,1.200,0.415,6100,0.000,0.372
795,Lesser Pearl Spellstone,0.000,1.600,0.441,6000,0.000,0.331
796,Gruul,0.001,1.000,0.486,5900,0.000,0.518
797,Abominable Bowman,0.001,1.300,0.468,5900,0.000,0.512
798,Void Terror,0.000,1.400,0.402,5800,0.000,0.374
799,Fiendish Circle,0.000,1.500,0.366,5800,0.000,0.272
800,Corpse Raiser,0.001,1.200,0.427,5800,0.000,0.499
801,Skelemancer,0.001,1.600,0.447,5700,0.000,0.409
802,Stormpike Commando,0.000,1.400,0.443,5600,0.000,0.228
803,Howling Commander,0.000,1.500,0.465,5500,0.000,0.364
804,Doomhammer,0.000,1.300,0.402,5500,0.000,0.447
805,Bloodworm,0.000,1.200,0.448,5500,0.000,0.362
806,Assassin's Blade,0.000,1.400,0.390,5400,0.000,0.344
807,Rebuke,0.000,1.300,0.400,5300,0.000,0.336
808,Gilnean Royal Guard,0.001,1.300,0.427,5300,0.000,0.410
809,Animated Berserker,0.000,1.700,0.369,5200,0.000,0.329
810,Silver Hand Knight,0.000,1.300,0.448,5200,0.000,0.313
811,Duskhaven Hunter,0.000,1.400,0.489,5100,0.000,0.402
812,Cataclysm,0.000,1.700,0.322,5000,0.000,0.251
813,Ogre Magi,0.000,1.500,0.408,4900,0.000,0.298
814,Perdition's Blade,0.000,1.200,0.411,4900,0.000,0.383
815,Lost Spirit,0.000,1.400,0.380,4900,0.000,0.313
816,Blood Witch,0.000,1.500,0.434,4900,0.000,0.390
817,Obsidian Shard,0.000,1.400,0.372,4900,0.000,0.444
818,Core Hound,0.000,1.400,0.386,4900,0.000,0.269
819,Blood-Queen Lana'thel,0.000,1.000,0.320,4800,0.000,0.414
820,Sated Threshadon,0.000,1.200,0.464,4800,0.000,0.397
821,Demolisher,0.000,1.200,0.402,4700,0.000,0.343
822,Pit Lord,0.000,1.300,0.474,4700,0.000,0.447
823,Rummaging Kobold,0.001,1.000,0.447,4700,0.000,0.401
824,The Beast,0.000,1.000,0.433,4600,0.000,0.460
825,Scorp-o-matic,0.000,1.200,0.418,4600,0.000,0.427
826,Ancient Mage,0.001,1.100,0.484,4500,0.000,0.504
827,Doomed Apprentice,0.000,1.300,0.438,4400,0.000,0.417
828,Giant Anaconda,0.000,1.300,0.431,4300,0.000,0.451
829,Desperate Stand,0.000,1.400,0.389,4300,0.000,0.374
830,Bite,0.000,1.200,0.403,4300,0.000,0.398
831,Ironforge Rifleman,0.000,1.500,0.381,4300,0.000,0.226
832,Cruel Dinomancer,0.000,1.500,0.329,4200,0.000,0.408
833,Biteweed,0.000,1.200,0.387,4200,0.000,0.479
834,Bloodsail Corsair,0.000,1.400,0.399,4100,0.000,0.365
835,Grim Necromancer,0.000,1.400,0.496,4100,0.000,0.373
836,Force of Nature,0.000,1.200,0.483,4000,0.000,0.370
837,Roll the Bones,0.000,1.700,0.328,4000,0.000,0.351
838,Priestess of Elune,0.000,1.200,0.417,4000,0.000,0.396
839,Arathi Weaponsmith,0.000,1.300,0.394,3900,0.000,0.329
840,Gravelsnout Knight,0.000,1.500,0.433,3900,0.000,0.343
841,Moorabi,0.000,1.000,0.414,3800,0.000,0.439
842,Phantom Freebooter,0.000,1.400,0.407,3800,0.000,0.419
843,Tomb Lurker,0.000,1.300,0.459,3800,0.000,0.536
844,Feeding Time,0.000,1.200,0.395,3800,0.000,0.373
845,Blackguard,0.000,1.500,0.430,3500,0.000,0.422
846,Sunborne Val'kyr,0.000,1.200,0.499,3500,0.000,0.445
847,Blessed Champion,0.001,1.100,0.459,3300,0.000,0.538
848,Webweave,0.000,1.100,0.365,3300,0.000,0.329
849,Imp Master,0.000,1.300,0.419,3300,0.000,0.303
850,Pint-Sized Summoner,0.000,1.200,0.391,3300,0.000,0.327
851,Duskfallen Aviana,0.000,1.000,0.374,3200,0.000,0.345
852,Patient Assassin,0.000,1.200,0.365,3200,0.000,0.411
853,Commanding Shout,0.000,1.400,0.399,3200,0.000,0.351
854,Ancient of Lore,0.000,1.200,0.423,3100,0.000,0.406
855,Kobold Barbarian,0.000,1.400,0.419,3100,0.000,0.390
856,Millhouse Manastorm,0.000,1.000,0.488,3000,0.000,0.411
857,Dragonslayer,0.000,1.200,0.491,3000,0.000,0.406
858,Hyldnir Frostrider,0.000,1.500,0.472,3000,0.000,0.386
859,Explore Un'Goro,0.000,1.100,0.370,3000,0.000,0.383
860,Bone Baron,0.000,1.300,0.445,2900,0.000,0.411
861,Windfury Harpy,0.001,1.200,0.491,2900,0.000,0.391
862,Savagery,0.000,1.400,0.246,2900,0.000,0.366
863,Wisp,0.000,1.600,0.382,2800,0.000,0.338
864,Humongous Razorleaf,0.000,1.800,0.411,2800,0.000,0.381
865,Sabretooth Stalker,0.000,1.200,0.391,2800,0.000,0.417
866,Dalaran Mage,0.000,1.400,0.352,2700,0.000,0.260
867,Ultrasaur,0.000,1.200,0.461,2700,0.000,0.416
868,Darkmire Moonkin,0.000,1.500,0.415,2600,0.000,0.421
869,Arrogant Crusader,0.000,1.400,0.440,2600,0.000,0.414
870,Kobold Monk,0.000,1.200,0.477,2600,0.000,0.398
871,Southsea Captain,0.000,1.600,0.380,2500,0.000,0.371
872,Holy Wrath,0.000,1.100,0.478,2500,0.000,0.351
873,Windshear Stormcaller,0.000,1.400,0.330,2400,0.000,0.417
874,Spiteful Smith,0.000,1.300,0.452,2300,0.000,0.380
875,Tortollan Primalist,0.000,1.100,0.417,2200,0.000,0.383
876,Necrotic Geist,0.000,1.200,0.456,2200,0.000,0.402
877,Ice Breaker,0.000,1.500,0.368,2200,0.000,0.323
878,Ticking Abomination,0.000,1.400,0.462,2200,0.000,0.481
879,Charge,0.000,1.500,0.275,2200,0.000,0.246
880,Vryghoul,0.000,1.300,0.416,2200,0.000,0.331
881,Furbolg Mossbinder,0.000,1.200,0.423,2200,0.000,0.397
882,Sewer Crawler,0.000,1.300,0.423,2100,0.000,0.340
883,Warsong Commander,0.000,1.800,0.246,2100,0.000,0.235
884,Thrallmar Farseer,0.000,1.300,0.451,2000,0.000,0.343
885,Splitting Festeroot,0.000,1.100,0.391,1900,0.000,0.416
886,Bloodbloom,0.000,1.300,0.469,1900,0.000,0.417
887,Master of Disguise,0.000,1.300,0.387,1900,0.000,0.481
888,Kidnapper,0.000,1.100,0.384,1800,0.000,0.399
889,Death Revenant,0.000,1.300,0.335,1700,0.000,0.335
890,Deadly Arsenal,0.000,1.400,0.413,1600,0.000,0.341
891,Worgen Abomination,0.000,1.100,0.423,1600,0.000,0.370
892,Silvermoon Guardian,0.000,1.400,0.420,1500,0.000,0.304
893,War Golem,0.000,1.400,0.387,1400,0.000,0.262
894,Venture Co. Mercenary,0.000,1.200,0.451,1300,0.000,0.379
895,Spellweaver,0.000,1.200,0.422,1300,0.000,0.411
896,Mana Wraith,0.000,1.400,0.391,1200,0.000,0.396
897,Light's Sorrow,0.000,1.500,0.384,1200,0.000,0.329
898,Spectral Pillager,0.000,1.000,0.345,1200,0.000,0.431
899,Rattling Rascal,0.000,1.400,0.404,1100,0.000,0.422
900,Toothy Chest,0.000,1.500,0.417,1000,0.000,0.375
901,Night Howler,0.000,1.300,0.376,990,0.000,0.310
902,Ravenholdt Assassin,0.000,1.100,0.408,740,0.000,0.321
903,Deathaxe Punisher,0.000,1.400,0.383,650,0.000,0.383
904,Venomancer,0.000,1.200,0.375,590,0.000,0.299
905,Wicked Skeleton,0.000,1.100,0.423,550,0.000,0.420
906,Arcane Golem,0.000,1.400,0.445,500,0.000,0.440
907,Furnacefire Colossus,0.000,1.100,0.327,430,0.000,0.378
908,Keening Banshee,0.000,1.500,0.337,360,0.000,0.335
